,time,0,1,2,3,4,5,6
0,150,3.1509785003436264e-06,7.655319222976686e-06,2.0133573974678853e-08,0.00015354975175796426,99.99967813491821,0.00014867273421259597,1.4307586582162912e-05
1,155,1.1154074108787881e-06,8.07897464483176e-06,1.4671425185852627e-07,0.00011001932307408424,99.99974966049194,8.013592491806776e-05,5.3232832897265325e-05
2,160,4.648532581086329e-06,1.889543170818797e-05,1.8878407725964053e-07,5.740481014981924e-05,99.99974966049194,0.00010806126056195353,6.649377723988437e-05
3,165,3.6279331538935367e-05,0.0001377426428916806,1.2435866381110827e-05,0.014054849452804774,99.97052550315857,0.006528636004077271,0.008704602805664763
4,170,3.4448535135567226e-07,1.4015040683545976e-06,1.9259437100682675e-08,6.111030614874835e-06,99.9998927116394,9.2436272325358e-05,8.088082381618733e-06
5,175,2.1229741520301104e-06,1.1133416677466812e-05,7.134313695367211e-08,3.14152714508964e-05,99.99991655349731,3.378192729996954e-05,8.7369528500858e-06
6,180,3.4713387719875755e-06,2.9417506652862357e-05,6.966274668229744e-07,0.002199868504249025,99.99688863754272,0.000657204509479925,0.00023062457330524921
7,185,1.433578802334523e-05,3.640012664618553e-05,3.002225690273974e-08,0.00010426837206978234,99.9997615814209,7.673998538848537e-05,1.30327578062861e-05
8,190,4.993286673027342e-07,2.927295916776984e-06,1.3506226519133246e-09,2.191210413116096e-06,99.99998807907104,4.202534142905279e-06,3.957216332395319e-07
9,195,3.587410901673138e-05,7.175303835538216e-05,2.644533658724413e-06,0.044704272295348346,99.9432623386383,0.011472984624560922,0.00044643215915129986
10,200,2.4320792135767988e-05,2.376021086547553e-05,1.0687349671911761e-06,0.007547581481048837,99.97568726539612,0.015799370885360986,0.0009169188160740305
11,205,5.110867959956522e-05,3.926392935227341e-05,5.404480418746971e-06,0.019775115652009845,99.95303153991699,0.022390815138351172,0.004716828698292375
12,210,0.0007316681603697361,0.0009344516001874581,1.394727462411538e-05,0.024995169951580465,99.96700286865234,0.005967502511339262,0.0003526998625602573
13,215,0.00023510622213507304,0.0004541104772215476,2.0820286295020196e-05,0.18974633421748877,99.78368878364563,0.02348164707655087,0.002373938332311809
14,220,0.0005513707037607674,0.0012642335605050903,0.0002137216370101669,19.901737570762634,79.58672642707825,0.49265632405877113,0.016856318688951433
15,225,0.00021916812329436652,0.0012237898772582412,0.0002958850245704525,5.753427743911743,94.03589367866516,0.1935162115842104,0.015418992552440614
16,230,0.0004104045274289092,0.0016102778317872435,0.00021261514575598994,0.626315176486969,99.26905035972595,0.09111320832744241,0.011284123320365325
17,235,0.0026070772946695797,0.011596611147979274,0.0030835697543807328,18.591678142547607,81.04840517044067,0.3387580392882228,0.0038774680433562025
18,240,0.002074394615192432,0.011746429663617164,0.006015347025822848,83.42544436454773,16.27982407808304,0.2678203862160444,0.007074946188367903
19,245,0.0021741410819231533,0.0018350910977460444,0.0021449806808959693,92.94652342796326,6.453325599431992,0.5674875341355801,0.026512210024520755
20,250,0.014357210602611303,0.01969476288650185,0.012129421520512551,55.77137470245361,42.234474420547485,1.852412149310112,0.0955523457378149
21,255,0.002363099883950781,0.0016909778423723765,0.0009815043995331507,97.97973036766052,1.8606094643473625,0.140070216730237,0.014560642011929303
22,260,0.002157029666705057,0.001502323448221432,0.002005895657930523,98.36561679840088,1.419671904295683,0.16217910451814532,0.04686164320446551
