,time,0,1,2,3,4,5,6
0,0,47.258031368255615,3.6416324178389914e-05,0.014975812518969178,0.0006404397481674096,0.000654345603834372,1.548992283642292,51.176661252975464
1,150,4.129319677304011e-05,0.004274907769286074,8.767472081672167e-06,0.0014745591215614695,99.99347925186157,0.0004414161594468169,0.00028772792575182393
2,155,1.6600917307485474e-07,2.025081755618885e-05,4.408918230502934e-08,1.207367006372806e-05,99.99995231628418,1.4420226079892018e-05,8.182455601968286e-07
3,160,0.0003200279252268956,0.04618248785845935,0.000728175655240193,0.06086335051804781,99.87884163856506,0.010125218977918848,0.002935071643150877
4,165,0.0008970210728875827,0.23106022272258997,0.05956178065389395,0.3184571396559477,99.25336837768555,0.07967484998516738,0.05696546286344528
5,170,0.0017956490410142578,0.07868009270168841,0.060532084899023175,1.0337944142520428,97.78518676757812,0.6131461355835199,0.4268678370863199
6,175,0.0002254024821013445,0.3640098962932825,0.02410481683909893,0.03592676075641066,99.56276416778564,0.008256782166427001,0.004710148277808912
7,180,8.287638308956957e-06,0.000503708633914357,1.028027298843881e-05,0.0008304032235173509,99.99715089797974,0.0013510883945855312,0.00014718362990606693
8,185,0.0005418514319899259,0.002290317752340343,2.7555668680179224e-05,0.05958948167972267,99.92989301681519,0.00598643091507256,0.0016708623661543243
9,190,0.0005348919785319595,0.002583379864518065,0.00010496538607185357,0.09189052507281303,99.8894989490509,0.012164405779913068,0.0032319916499545798
10,195,9.456555858378124e-05,0.0010269561244058423,3.992317942902446e-05,0.003084130003117025,99.99380111694336,0.0014913011909811758,0.00046020131776458584
11,200,0.0014665647540823556,0.010938209743471816,0.009731911268318072,3.6468908190727234,96.17248177528381,0.119632831774652,0.03885190817527473
12,205,0.0077812219387851655,0.017015049525070935,0.07043289951980114,85.38376092910767,13.341560959815979,0.7197387982159853,0.45970967039465904
13,210,0.02143680612789467,0.051174062537029386,0.13559052022174,58.55181813240051,39.82950448989868,1.311473548412323,0.09899757569655776
14,215,0.002759053313639015,0.024321603996213526,0.10321340523660183,94.86550092697144,4.52548936009407,0.3568819258362055,0.12183694634586573
15,220,0.0022769783754483797,0.060782284708693624,2.243936061859131,87.74020075798035,9.448013454675674,0.12777871452271938,0.3770144423469901
16,225,0.005704190698452294,0.3316748421639204,1.4364958740770817,82.79888033866882,15.001672506332397,0.1619745627976954,0.26359756011515856
17,230,0.006484931509476155,0.3245259402319789,1.4422351494431496,54.45456504821777,43.479123711586,0.1377900131046772,0.15527054201811552
