,time,0,1,2,3,4,5
0,150,8.756678084864689e-05,9.126334816755843e-05,0.004194774010102265,99.99555349349976,3.914585704478668e-05,2.886148138259159e-05
1,155,0.01134365884354338,0.007208797615021467,0.06263252580538392,99.87001419067383,0.0016808635336929,0.04711826331913471
2,160,0.00025839376576186623,0.00021641101284330944,0.04010685661341995,99.95686411857605,0.001582613549544476,0.0009708881407277659
3,165,0.0002893407554438454,0.0007348449798882939,0.015863821317907423,99.98177886009216,0.0010047388059319928,0.00032866930723685073
4,170,5.308745798515702e-06,4.062703169438464e-05,0.0024825621949275956,99.99737739562988,7.099392860254738e-05,1.3566290135713643e-05
5,175,3.049141810151923e-05,0.00023467202936444664,0.0011621580597420689,99.99840259552002,9.09287734884856e-05,7.418892664645682e-05
6,180,0.00035888961065211333,0.004083236126461998,0.5292903166264296,99.4597315788269,0.0015198308574326802,0.0050142341933678836
7,185,0.00026044378955702996,0.00015059378029036452,0.38546936120837927,99.61345195770264,0.0005934786258876557,7.545658036178793e-05
8,190,0.001361790782539174,0.0009976138244383037,46.821972727775574,53.154271841049194,0.007899678166722879,0.0135025882627815
9,195,0.005377221532398835,0.0004784380962519208,98.49778413772583,1.4824941754341125,0.006359803228406236,0.007498441118514165
10,200,0.003093748091487214,0.0012235187568876427,17.640285193920135,82.34715461730957,0.007288625783985481,0.0009558918463881128
11,205,0.0005128455086378381,0.0005311188942869194,37.04143166542053,62.95292377471924,0.0035401866625761613,0.001060114118445199
12,210,0.0012635807252081577,0.003475587800494395,24.727070331573486,75.25327205657959,0.011663592886179686,0.003249663859605789
13,215,0.0004650723440136062,0.00022138860913401004,99.19136762619019,0.8059614337980747,0.0015228731172101106,0.0004575543243845459
14,220,0.00031949191452440573,0.0003819480298261624,99.93126392364502,0.06521947216242552,0.0004497847839957103,0.0023663518732064404
15,225,0.0005486387635755818,0.0002986406570926192,99.82950091362,0.16013357089832425,0.0045069773477735,0.005014741327613592
16,230,8.36106210044818e-05,2.1139229033906304e-05,99.94016885757446,0.05739546031691134,0.0015328161680372432,0.0007963126336107962
17,235,8.47875654130803e-06,3.0072172307882283e-06,99.99793767929077,0.0010819661838468164,0.0003150289785480709,0.0006527483947138535
18,240,4.512091678066099e-06,2.276975497039757e-07,99.99957084655762,0.0001901663608805393,0.0001241174459210015,0.0001045610360961291
19,245,8.141649132653583e-07,1.437373553514476e-08,99.99991655349731,7.2693033814630326e-06,2.8383200856296753e-05,5.12612587044714e-05
20,250,3.346623600464227e-06,2.335087956328863e-08,99.99978542327881,1.456510290154256e-05,0.000106523430076777,8.6858273107282e-05
21,255,2.3211144650758797e-05,1.2017519201990012e-07,99.98898506164551,1.4927402958164748e-05,0.0004163292032899335,0.01055429529515095
22,260,0.00011310982017675997,8.432078146825006e-07,99.93233680725098,4.067447321176587e-05,0.0017626374756218866,0.06575906299985945
23,265,0.0004540236204775283,1.3002896537273045e-06,98.49084615707397,0.00012438337080311612,0.010165477578993887,1.4984124340116978
24,270,0.0029178292606957257,4.377926998699877e-06,0.9499995969235897,0.000552540632270393,0.03744923451449722,99.00908470153809
25,275,0.07220126572065055,5.502822375547112e-06,0.013210428005550057,5.209105893300148e-05,0.016512972069904208,99.89802241325378
26,280,0.0423136429162696,2.37818404968948e-06,0.0767772609833628,0.0001289593797082489,0.7724046241492033,99.10837411880493
27,285,0.07386176730506122,2.699975887310302e-06,0.33764319960027933,8.577736707593431e-05,3.6759022623300552,95.91249823570251
28,290,0.3199324943125248,7.780276867208613e-07,0.010069178097182885,1.5871744096784823e-05,97.14013338088989,2.52984669059515
29,295,0.23228605277836323,7.463316187283908e-07,0.008879287634044886,1.04648961496423e-05,99.32843446731567,0.43038856238126755
30,300,0.012871608487330377,1.1668384314322822e-08,0.0009350715117761865,7.569431303977581e-07,99.98458623886108,0.0016026895536924712
31,305,0.019231054466217756,3.7631212035371675e-08,0.0006321533419395564,2.0097196795632044e-06,99.97914433479309,0.0009912121640809346
32,310,0.08190013468265533,1.286398432220892e-07,0.00015593855096085463,5.343796161128012e-06,99.91657733917236,0.001359746056550648
33,315,0.06836088141426444,1.0922848181493805e-07,0.0005343437351257307,3.7917970985290594e-06,99.93025064468384,0.0008468437954434194
34,320,1.00687425583601,6.122622835391667e-05,0.07594109047204256,0.0006713977199979126,98.88820052146912,0.028251443291082978
35,325,63.27686905860901,0.020829901040997356,1.155486423522234,0.022539295605383813,35.270559787750244,0.25371850933879614
36,330,99.77319240570068,0.02092990616802126,0.04492869193200022,0.005568827327806503,0.12626803945749998,0.029121828265488148
37,335,99.90140199661255,0.01802610349841416,0.017415120964869857,0.002647527253429871,0.009485547343501821,0.051027024164795876
38,340,99.90243911743164,0.09408339974470437,0.0007297549927898217,0.0011930788787140045,0.00023833674731577048,0.0013155171473044902
39,345,98.50904941558838,1.4516117051243782,0.016138917999342084,0.007816188008291647,0.0011792522855103016,0.014214578550308943
40,350,87.5430703163147,12.412098050117493,0.006608026887988672,0.025574988103471696,0.0003061459437958547,0.012349071039352566
41,355,10.27604267001152,89.61052298545837,0.008158647688105702,0.08068685419857502,0.0011241631909797434,0.023468208382837474
42,360,0.0030499812055495568,99.99655485153198,3.996189334998235e-06,0.0003949372967326781,1.179330189060579e-07,2.3214075106636756e-07
43,365,17.079944908618927,82.2729766368866,0.4830325488001108,0.10916832834482193,0.002816919550241437,0.05205850466154516
44,370,0.29374680016189814,99.70332384109497,0.00011318873021082254,0.00281195534626022,3.3239665242490446e-06,5.116376655678323e-06
45,375,0.12911560479551554,99.86472725868225,0.00011517851135067758,0.006029385622241534,3.1032040936906924e-06,8.418795260922707e-06
46,380,0.2995758783072233,99.69953298568726,1.1948804967687465e-05,0.0008812369742372539,1.7369445881598722e-07,3.2723130871659123e-07
