,time,0,1,2,3,4,5
0,150,5.92568270008087e-06,2.490212978045747e-05,0.00175037366716424,99.99821186065674,3.862201225501849e-06,4.0818481927829e-07
1,155,0.0001995539832932991,0.0003294026100775227,0.030455319210886955,99.96888637542725,0.00012013940704491688,1.8401446766347362e-05
2,160,9.951222637027968e-05,0.00037574436646536924,0.007120361988199875,99.99237060546875,1.2200825949548744e-05,1.7589006517937378e-05
3,165,0.009512126416666433,0.010830398241523653,2.666480466723442,96.68503403663635,0.02459420938976109,0.6035476922988892
4,170,0.009269824658986181,0.0018298875147593208,0.13717006659135222,99.08509850502014,0.03578127652872354,0.7308505475521088
5,175,0.00366434505849611,0.0019867560695274733,0.011491036275401711,99.86547231674194,0.008465608698315918,0.1089183147996664
6,180,0.12929594377055764,0.014527409803122282,0.39440011605620384,94.24129724502563,0.06939482991583645,5.151086673140526
7,185,2.8081154450774193,0.2167673548683524,19.61287409067154,74.8909056186676,0.14796394389122725,2.3233724758028984
8,190,0.01016880851238966,0.011229115625610575,0.294725876301527,99.60189461708069,0.006304919224930927,0.07566787535324693
9,195,0.012072711979271844,0.0038643745938315988,0.22714142687618732,99.61010217666626,0.08288362878374755,0.06393624935299158
10,200,0.05661507020704448,0.005548020635615103,5.133621394634247,94.70301866531372,0.022484103101305664,0.07870853296481073
11,205,0.058423104928806424,0.012996804434806108,33.733367919921875,65.90683460235596,0.056269357446581125,0.2321103122085333
12,210,0.034736248198896646,0.008252289990196005,8.658776432275772,91.074538230896,0.03259902878198773,0.1910980441607535
13,215,0.10850733378902078,0.010597834625514224,91.3443386554718,0.6066329311579466,0.1337531255558133,7.7961765229702
14,220,0.008098540274659172,3.4798614478859236e-05,99.84620809555054,0.010679120168788359,0.008742616046220064,0.12623536167666316
15,225,0.00015451669241883792,2.9488774089259095e-06,99.95996356010437,0.000910261496755993,0.0012282795978535432,0.03774649521801621
16,230,0.02077922545140609,0.0011233527402509935,97.12677001953125,1.288207434117794,0.0500992638990283,1.5130146406590939
17,235,0.031278328970074654,0.00298508439300349,20.57238072156906,77.42499709129333,0.1421761466190219,1.8261846154928207
18,240,0.003521771213854663,0.00017006744883474312,98.15725088119507,1.280298549681902,0.04299865977372974,0.5157583858817816
19,245,0.002077079625451006,3.616560491082055e-05,99.8870313167572,0.018283643294125795,0.006208386912476271,0.08636352140456438
20,250,0.006607124669244513,0.00012453269846446346,99.70782995223999,0.14372289879247546,0.023955597134772688,0.11776945320889354
21,255,0.00026648090170056093,2.8475568569774623e-06,99.98345375061035,0.007244528387673199,0.0027324125767336227,0.006288706936175004
22,260,0.00045893630158388987,9.206977580333842e-06,99.97947812080383,0.0014486280633718707,0.007709592318860814,0.010905206727329642
23,265,4.654521319480409e-05,1.8267730439447405e-06,99.98444318771362,0.006362268322845921,0.0020331248379079625,0.007113445462891832
24,270,0.001919610076583922,8.323477231897414e-05,99.55641031265259,0.01555312192067504,0.35294494591653347,0.07308851927518845
25,275,4.784234874932736e-05,1.932399840143262e-06,99.80554580688477,3.0715906973455276e-05,0.000826471750769997,0.19355799304321408
26,280,1.1160244639540906e-05,9.90992887750508e-07,99.99798536300659,8.283475949610875e-05,0.0003717788786161691,0.0015534089470747858
27,285,7.145285252363465e-06,1.1298741497967058e-05,99.99536275863647,0.000221542995859636,0.0002002967448788695,0.004204301876598038
28,290,4.1671279404909e-05,9.161843195215624e-06,99.97881054878235,6.799747325203498e-05,0.0018643715520738624,0.01920934155350551
29,295,2.1428943952628288e-06,5.023359950229178e-07,99.99887943267822,1.6305055794418877e-05,4.807749292012886e-05,0.0010534527064010035
30,300,4.659340220314334e-05,1.4911238466197574e-06,94.62465047836304,3.352299131620384e-05,0.00042389542613818776,5.3748417645692825
31,305,0.0006423023933166405,2.3682414962422627e-05,0.5974568426609039,0.00015447013765879092,0.0016763202438596636,99.40005540847778
32,310,3.722965402630507e-05,3.159047423650918e-06,0.04208753234706819,2.573785877757473e-05,0.000539275742994505,99.95731711387634
33,315,1.0592830790301377e-05,1.2207803656849592e-07,0.001303346834902186,5.823484361400233e-07,6.0066633977839956e-05,99.99862909317017
34,320,5.71533462334628e-05,2.99269636849786e-08,0.0013533745914173778,3.9326049083854286e-07,0.00010979279068124015,99.99847412109375
35,325,1.2340001376287546e-05,3.824119146345062e-09,2.4092605599435046e-05,1.7839778543304874e-07,0.00011548930842764094,99.99984502792358
36,330,2.4134575937750924e-05,4.1585250867837154e-10,5.0563979669959735e-06,2.882733218800837e-08,1.8572795568161382e-05,99.99995231628418
37,335,1.4238582934922306e-05,3.5996995315090707e-10,1.3598755899124626e-06,2.488880213036282e-08,4.66765442297401e-05,99.99994039535522
38,340,1.9922305227737525e-05,2.5076780387454922e-11,9.986695914676602e-08,2.423629699710439e-09,8.248278504652262e-05,99.9998927116394
39,345,0.0007589455435663695,6.16548869250555e-10,1.1363405327813325e-06,3.892312860909186e-08,0.014698973973281682,99.98453855514526
40,350,0.07623721612617373,1.82293832806657e-08,2.2060197579776286e-05,1.7401120544491278e-06,10.027283430099487,89.89645838737488
41,355,0.001003705256152898,9.99333515244727e-10,4.355324989546716e-07,1.2398738702401602e-07,0.15272643649950624,99.84626770019531
42,360,0.003289126470917836,3.014493168973509e-10,9.70910643549594e-09,1.5321106883181557e-08,99.98553991317749,0.011168401397299021
43,365,0.0007090028248057934,3.627787089829915e-11,2.1458640420135566e-09,8.218530890558018e-10,99.99903440475464,0.00026439411158207804
44,370,0.0001724306798678299,8.685887160344782e-12,1.2065637551572639e-09,2.1783538514674738e-10,99.99978542327881,4.7335527142422507e-05
45,375,0.0002502214556443505,3.424982465607268e-11,1.984734251947451e-09,4.698304679334742e-10,99.99971389770508,3.81559743800608e-05
46,380,0.00012347322808636818,3.822278864945572e-11,7.108686035650624e-10,2.1550194354708063e-10,99.99988079071045,2.2524270448798234e-06
47,385,0.00016551097132833092,2.2733199871172172e-10,1.4554617233653033e-08,2.9194976297608477e-09,99.99983310699463,9.128979350236932e-07
48,390,0.0002343113692404586,2.474057471477803e-11,9.362234078269527e-10,3.0229659921110485e-10,99.9997615814209,2.6216712134541353e-08
49,395,0.0032655458198860288,6.389412002955064e-10,5.273063097277486e-08,1.0920982174145166e-08,99.99673366546631,2.979580804307602e-07
50,400,0.21436752285808325,2.3316966135666917e-07,8.639398174636881e-06,6.728328116878401e-07,99.78557229042053,4.355032103831036e-05
51,405,94.34027671813965,0.0006117526936577633,0.00017061078096958227,9.66947936831275e-05,5.658130720257759,0.0007241701496241149
52,410,99.99383687973022,0.0012160023288743105,9.271268908150887e-06,7.191881934431876e-06,0.004887948671239428,4.2171561176473915e-05
53,415,99.89069700241089,0.1068341895006597,1.9830113728858123e-05,4.5448544483406295e-05,0.0023419104763888754,5.713532686968392e-05
54,420,99.97569918632507,0.023972948838490993,4.7722753748757896e-06,6.121391749047689e-06,0.0002914639026130317,3.780482131787721e-05
55,425,98.63022565841675,1.3694285415112972,3.7795933849338326e-05,0.0001644558892621717,0.00013790703405902605,1.154138544734451e-05
56,430,2.614320069551468,97.38476872444153,4.355061946625938e-05,0.0008574145795137156,4.2531286936764445e-06,3.731857134425809e-06
57,435,91.29687547683716,8.702794462442398,3.7648683814950346e-05,0.00026889279070019256,2.1689746176889457e-05,5.050941709328072e-06
58,440,0.016885042714420706,99.98277425765991,2.6134062025562343e-06,0.00033964242902584374,1.3054387570932136e-07,3.6874653330798424e-08
59,445,0.0007242650553962449,99.9991774559021,7.20341075677311e-07,9.510135328127944e-05,1.3208563409694563e-08,1.3582046598514808e-08
60,450,0.0001565073944220785,99.99980926513672,8.946564045153593e-08,3.0432116204792692e-05,3.1179930599228856e-10,1.8241992985612576e-09
61,455,4.661275809780818e-06,100.0,1.2463975684884332e-08,3.5939873299639657e-06,1.840631813632143e-10,1.3678623121335387e-10
