,time,0,1,2,3,4,5,6
0,150,0.007046312384773046,0.010216765804216266,4.701659293004923e-05,0.007005359657341614,99.97004270553589,0.0017513382772449404,0.0038971586036495864
1,155,2.7705530669663858e-05,0.00013991004834679188,9.084804908354727e-07,0.0007744534741505049,99.99885559082031,0.00014749232377653243,5.90277352330304e-05
2,160,0.0003780250381169026,0.0025127024855464697,4.16457135443693e-07,1.4615397958550602e-05,99.997079372406,1.6592859708453034e-05,3.882016841316727e-06
3,165,2.5443577555961383e-05,0.001702463487163186,1.4085713040401515e-06,4.413807630498923e-05,99.99819993972778,1.1788515053012816e-05,6.5961920370227745e-06
4,170,3.36616551521729e-05,0.000494943151352345,1.1777493114095705e-05,0.011932841152884066,99.98610019683838,0.0008658840670250356,0.00055597356549697
5,175,5.11970199568168e-05,0.0009209054042003118,1.471203425751355e-06,0.0004264667040843051,99.99840259552002,0.00011865524811582873,7.724763690930558e-05
6,180,0.00018607843230711296,0.0008832060302665923,4.3263930216141944e-07,0.0001536804575152928,99.99865293502808,7.680824865019531e-05,4.659410990370816e-05
7,185,8.03525153969531e-05,0.0006422187198040774,1.6107972733436782e-07,2.7036688265980047e-05,99.99920129776001,1.3607639459678467e-05,2.9822041369698127e-05
8,190,0.0023710816094535403,0.001014700137602631,1.3460282843880123e-05,0.004478314076550305,99.98119473457336,0.008759037154959515,0.0021632904463331215
9,195,0.00011333524980727816,9.206132745021023e-05,8.620573055395653e-06,0.08153926464729011,99.87590312957764,0.03432993544265628,0.0080070887634065
10,200,0.001008296021609567,0.0006326935363176744,0.00012052089459757553,0.1475780038163066,99.6410071849823,0.12397862737998366,0.08567910408601165
11,205,0.003894100882462226,0.004423506834427826,0.00035402549656282645,0.3786434419453144,99.47957396507263,0.03844989405479282,0.0946675892919302
12,210,0.01117129359045066,0.0064636980823706836,0.025366374757140875,49.11516010761261,48.22878837585449,0.7664095610380173,1.8466416746377945
13,215,0.0005036592028773157,0.0008222774340538308,0.0001648936745368701,1.536419801414013,98.43651056289673,0.02006159775191918,0.005514666918315925
14,220,0.013036311429459602,0.0008704016181582119,0.002742730976024177,96.76463007926941,1.8061742186546326,0.45982636511325836,0.9527255780994892
15,225,0.017289277457166463,0.0015812416677363217,0.027779178344644606,97.52330780029297,1.081542856991291,0.28847537469118834,1.0600182227790356
16,230,0.025247916346415877,0.008910668839234859,0.07130935555323958,95.83157300949097,0.8076024241745472,0.17208619974553585,3.0832666903734207
17,235,0.059691903879866004,0.02568994532339275,0.03597468021325767,62.355589866638184,36.815476417541504,0.37556649185717106,0.33200730103999376
18,240,0.014015538909006864,0.017901341198012233,0.016222207341343164,95.13698816299438,4.628781974315643,0.06542651681229472,0.1206640969030559
19,245,0.008461241668555886,0.013837074220646173,0.012526912905741483,93.73891353607178,5.638832971453667,0.0714041874743998,0.516031077131629
20,250,0.025247916346415877,0.008910668839234859,0.07130935555323958,95.83157300949097,0.8076024241745472,0.17208619974553585,3.0832666903734207
21,255,6.1135925352573395,1.372772455215454,0.5524769425392151,23.368294537067413,57.63745307922363,0.5723544862121344,10.383052378892899
22,260,0.017289277457166463,0.0015812416677363217,0.027779178344644606,97.52330780029297,1.081542856991291,0.28847537469118834,1.0600182227790356
23,265,0.2386963227763772,0.033503491431474686,0.31650334130972624,10.418251901865005,42.33934283256531,0.38897471968084574,46.26472592353821
24,270,0.5581818986684084,0.014036544598639011,0.14068165328353643,2.706478163599968,25.299647450447083,1.031513512134552,70.24945616722107
25,275,0.010452038259245455,0.000999816802504938,0.10533174499869347,46.60828709602356,0.3901510965079069,0.17266994109377265,52.71211266517639
26,280,0.008854734915075824,0.00015495303387069725,0.0040545655792811885,1.2547056190669537,0.1300931442528963,0.08045826689340174,98.52168560028076
27,285,0.01424166257493198,8.353896419066587e-05,0.038570823380723596,2.1103890612721443,0.021457619732245803,0.058560341130942106,97.75670170783997
28,290,0.0002589692257970455,2.098522244864398e-07,0.0009642000804888085,0.015029757923912257,3.690147423185408e-05,0.0016141291780513711,99.98210072517395
29,295,0.0028522899810923263,4.416232002313336e-06,0.005898657036595978,0.0182263451279141,0.0002818031362039619,0.00282704259007005,99.96991157531738
30,300,0.0001429503981853486,7.68730079592217e-08,9.000374348033802e-05,0.000104411446955055,8.447076993434166e-06,0.000289712215817417,99.99935626983643
31,305,6.159551730888779e-05,9.46431405468573e-09,5.950421382294735e-05,1.1802632826629633e-05,2.665766096754396e-06,0.0015714505934738554,99.99829530715942
32,310,5.508914568963519e-05,1.9301883008582266e-09,2.234584712823562e-05,4.733723102390286e-06,8.818033414570436e-07,0.0010656272934284061,99.99884366989136
33,315,9.671462066762615e-05,1.6730169333234457e-09,3.540152988534828e-05,1.5818939047562708e-06,3.556653194181081e-07,0.0014883799849485513,99.99837875366211
34,320,0.00016562220253035775,1.437868921150276e-09,3.548518350271479e-05,2.3663480064328724e-06,1.519162906582494e-07,0.0008598716704000253,99.998939037323
35,325,7.504696242222053e-06,1.6838536858257425e-10,1.0398909466857731e-05,4.459054903094284e-07,1.3145839972139584e-07,0.0007768224350002129,99.99920129776001
36,330,0.00010496175946173025,4.9904365362341e-09,0.0002051555838988861,3.718102448146965e-06,2.9620011332553986e-06,0.011470571189420298,99.98821020126343
